ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0098791,Golgi subcompartment,133/7652,166/11938,4.546813743348661e-6,5.572490331964522e-5,3.2946312558903394e-5,p115/Vps51/Tsp68C/Rab9/fng/Golgin245/Mgat1/Rab14/PICK1/SCAP/CG14511/CG31495/Rab19/sau/GlcAT-P/CG15814/Arf79F/CG15099/Rab35/CG4293/CG12393/brn/gammaCOP/meigo/Golgin104/CG3500/cbs/Syx5/Gga/opm/alpha-Man-IIa/SMSr/wls/CG5510/GPHR/Lrrk/CG33635/scat/Naa60/Pi4KIIalpha/Pgant4/Rab40/Sec23/Papst2/Grasp65/RabX2/Sec71/FucTA/CG9356/brun/Arfip/senju/Sec31/CG11753/CG4301/aux/CG8708/Rab9Fb/sfl/Qsox3/heix/Rab32/syd/CG5447/CG5021/Rab30/rod/CG9590/GM130/Pgant35A/Golgin84/alpha-Man-IIb/Mgat2/PGAP2/Qsox2/AP-1gamma/g/Glg1/Zw10/ATP7/CG7083/Pgant8/CG15880/CG9981/CG9384/Rich/Qsox4/Pgant5/Syx16/rho/CG9773/Sec22/CG32069/Qsox1/beta'COP/lva/CG7990/Arl1/Pgant6/Gorab/CG7011/GCC185/Arl5/Hpd/Pgant3/FucTB/ICA69/CG8841/GlcAT-I/Bet1/Afti/CG10365/Gos28/Yif1/Trs33/AP-1-2beta/FucT6/Csas/Vti1a/Nsf2/Ugalt/CG14971/GlcT/comt/Chc/ArfGAP3/Fur2/CG14232/GCC88/Pgant1/step/ArfGAP1/stet,133
GO:0042600,chorion,38/7652,40/11938,4.9001223173025e-6,5.869010139132767e-5,3.4699430763673207e-05,Cp15/Muc4B/CG4066/Vm26Ac/Ilp8/CG13114/ck/CG13299/CG32642/CG12398/Mur11Da/Cp16/CG13113/CG31928/CG12716/CG15571/Cp18/Mur2B/CG11381/CG31661/CG15721/Cp19/CG15570/Cp36/CG1077/Cp7Fc/CG12517/CG13084/CG4009/Muc12Ea/CG31926/psd/CG14187/CG13998/CG13083/dec-1/Cp7Fb/Swim,38
GO:0044452,nucleolar part,46/7652,50/11938,5.6312707799751574e-6,6.59484378010424e-5,3.89907871549157e-5,CG7637/CG12325/CG7246/Ns1/Nop56/CG13773/l(1)G0045/Coq2/Fib/CG13097/CG8064/NHP2/udd/l(3)72Dn/RpI135/CG1671/CG4038/RpI1/wcd/CG6724/l(2)k09022/nop5/CG33082/CG4364/Rpb5/l(2)37Cg/CG14057/RpI12/TAF1C-like/CG3756/Rpp30/Mat89Ba/CG18600/CG11920/CG8038/CG5033/RpII18/CG3071/Rpb10/CG10909/CG9799/TAF1B/CG12333/CG4866/Rpb8/Rpb12,46
GO:0019005,SCF ubiquitin ligase complex,60/7652,68/11938,6.454180800230979e-6,7.394246264612449e-5,4.371710564916178e-5,ntc/CG2010/CG4042/CG30466/CG11044/CG10516/Cul4/Cul1/CG6758/Roc2/CG9316/CG14937/SkpA/Cks30A/CG32085/morgue/Fbxl4/CG15056/Cks85A/CG13088/CG14317/CG12520/Rca1/CG5003/CG13085/CG9003/CG33969/fsd/ago/CG32221/CG7707/Kdm2/CG12402/Cul6/jet/CG34025/CG2247/Fbw5/slmb/CG4911/pall/SkpB/dmpd/SkpE/Fsn/Skp2/Cul2/CG15412/FBXO11/CG14891/CG13766/Cul5/SkpF/CG8272/Roc1b/CG5961/CG11658/gus/Fbl6/SkpD,60
GO:0005643,nuclear pore,45/7652,49/11938,8.125591693188655e-6,8.956286376399832e-5,5.2952377257851807e-5,emb/Nup154/Nup43/Ndc1/xmas/Ranbp16/Elys/Ntf-2r/Nup93-2/e(y)2b/Ntf-2/Nup37/Nup62/gcl/Nup205/CG42390/Nup214/Nup35/Nup93-1/Nxt1/Kap-alpha1/Nup50/Dbp80/Nup44A/Nup98-96/Gle1/Nup107/Nup133/RanBP3/Nup188/CG12782/Nup160/Rae1/Nup153/Nup75/mbo/CG14712/Sec13/Nup58/Aladin/CG13137/Mtor/Ulp1/e(y)2/Nup54,45
GO:0030312,external encapsulating structure,41/7652,44/11938,8.157528388371765e-6,8.956286376399832e-5,5.2952377257851807e-5,Cp15/fs(1)N/Muc4B/CG4066/Vm26Ac/Ilp8/CG13114/ck/CG13299/CG32642/CG12398/Mur11Da/Cp16/CG13113/CG31928/CG12716/CG15571/Cp18/Mur2B/CG11381/CG31661/CG15721/Cp19/CG15570/Vm26Aa/Cp36/CG1077/Cp7Fc/CG12517/CG13084/CG4009/Muc12Ea/CG31926/psd/CG14187/CG13998/CG13083/dec-1/Cp7Fb/Swim/Vm26Ab,41
GO:0098798,mitochondrial protein complex,206/7652,270/11938,9.050972421925512e-6,9.734413196642337e-5,5.755290734457469e-5,mRpS17/mRpL55/CG32727/mRpL51/mge/mRpL19/mRpS30/mRpL33/ATPsynCF6L/mRpL18/CG5903/NP15.6/mRpL49/mRpL10/mRpL52/Tom40/mRpL54/mRpL2/Cyt-c1L/mRpS5/tomboy40/UQCR-C2/mRpL43/COX4L/EMRE/CG6878/mRpL36/sun/Tim13/CG5599/mRpS18B/mRpL42/Cyt-c1/CG3270/Tim9a/ND-B17.2/mRpL39/ND-B14.7/Tim17b1/ATPsynGL/COX7AL/ND-B14/mRpS16/Sirup/mRpS6/Tim23/tko/CG6629/mtRNApol/CG11752/CG11110/l(2)10685/ND-23/SdhD/ND-B16.6/mRpL35/UQCR-11/ttm50/clu/ND-51L2/ND-24/mRpS22/CG17300/UQCR-11L/mRpL1/CG13564/ATPsynB/CG5662/CG9240/mRpS18C/CG8728/SdhA/ATPsynC/mRpL15/mRpS2/mRpS18A/Tim17a2/CG17691/CG11815/mRpL16/ND-B15/ND-B14.5AL/CG31229/CG1724/mRpL21/mRpS28/mRpS21/CG15459/ttm2/rswl/mRpS24/mRpL12/CG14817/ATPsynO/Tim17b/mRpS34/ND-18/CG1409/mRpS35/ND-13A/Nc73EF/mRpL44/ttm3/mRpS29/levy/mRpS33/ND-51/mRpS23/mRpL3/MCU/ND-20L/mldr/ND-24L/CG9393/ND-39/ox/mRpL17/CG8004/mRpL13/mRpL23/ND-15/mRpS25/Thiolase/Tom20/UQCR-14/mRpL20/Mtpalpha/CG4520/ND-MLRQ/CG15458/knon/CG7382/ND-49L/ATPsynepsilonL/CG12464/mRpS14/mRpL45/CG8199/CG14270/Suv3/tam/ND-51L1/Tim8/CG41128/muc/mRpL38/ATPsynF/cav/CG43321/UQCR-14L/cype/CG8531/mRpL46/Scsalpha1/mRpL32/ND-75/MICU1/CG12479/mRpL48/mRpL24/mRpS31/Tom70/mRpL14/ATPsynE/SdhC/CG5214/ND-42/mRpL11/Tim17a1/CG12848/l(2)37Bb/tomboy20/mRpL4/CG6094/COX6AL/COX5A/mRpL30/CIA30/ND-B8/COX5BL/mRpS9/CG11779/mRpL9/bonsai/UQCR-6.4/mRpL28/Neb-cGP/SdhB/COX5B/mRpL50/COX4/mRpL27/ND-13B/mRpL22/ATPsynbetaL/UQCR-Q/ND-B22/mRpL41/mRpS7/SdhAL/ND-B14.5B/CG7394/mRpL40/mRpS26/ND-B14.5A/CG14929,206
GO:0022625,cytosolic large ribosomal subunit,52/7652,58/11938,9.332906877770268e-6,9.836883849169862e-5,5.8158746017263136e-5,RpLP2/RpLP1/RpL10/RpL13/RpL14/RpL35A/RpL36/RpL32/RpL39/RpL15/RpL4/RpL17/RpL37a/mRpL1/RpL26/RpL8/RpL31/RpL7/RpL18/RpL38/RpL22-like/RpL19/RpL9/RpL11/RpL5/CG13096/RpL13A/RpL29/RpLP0-like/RpL27/CG6769/RpL36A/RpL40/RpL24-like/RpL30/RpL23/RpL23A/RpL18A/RpL21/RpL37b/RpL10Ab/RpL10Aa/RpL22/RpL27A/RpL41/RpL7A/RpL37A/Surf6/RpL34b/RpL6/RpL24/RpL34a,52
GO:0000922,spindle pole,35/7652,37/11938,1.6081885747098833e-5,1.6617948605335462e-4,9.825053005451505e-5,aurB/Klp61F/Lis-1/tacc/DCTN1-p150/SA/CG15564/aurA/Grip75/asp/msps/CG9286/Apc2/Rep/Grip128/Grip163/cdc14/sub/Grip84/CG18109/Klp10A/CG32232/cnn/Grip91/polo/mars/nudE/CG7716/chb/mei-38/Wdr62/CG6664/mad2/toc/vih,35
GO:0000776,kinetochore,43/7652,47/11938,1.6832809383574788e-5,1.7059404894507527e-4,0.00010086055824975988,Spindly/Bub1/aurB/cmet/Lis-1/Kmn1/dup/Zwilch/cid/DCTN1-p150/Det/msps/Spc105R/Spc25/CG10053/Cenp-C/Sgt1/aust/cal1/Nnf1a/Ndc80/Nuf2/smt3/Klp67A/Incenp/rod/Kebab/Mis12/borr/Zw10/Nup133/CLIP-190/polo/lwr/BuGZ/Bub3/Mps1/Nnf1b/nudE/chb/mad2/BubR1/Mad1,43
GO:0000315,organellar large ribosomal subunit,46/7652,51/11938,2.1592155021912695e-5,2.1072343882496279e-4,1.245863135767282e-4,mRpL55/mRpL51/mRpL19/mRpS30/mRpL33/mRpL18/mRpL49/mRpL10/mRpL52/mRpL54/mRpL2/mRpL43/mRpL36/mRpL42/mRpL39/l(2)10685/mRpL35/mRpL1/mRpL15/mRpL16/mRpL21/mRpL12/mRpL44/mRpL3/mRpL17/mRpL13/mRpL23/mRpL20/mRpL45/mRpL38/mRpL46/mRpL32/mRpL48/mRpL24/mRpL14/mRpL11/mRpL4/CG6094/mRpL30/mRpL9/mRpL28/mRpL50/mRpL27/mRpL22/mRpL41/mRpL40,46
GO:0005762,mitochondrial large ribosomal subunit,46/7652,51/11938,2.1592155021912695e-5,2.1072343882496279e-4,1.245863135767282e-4,mRpL55/mRpL51/mRpL19/mRpS30/mRpL33/mRpL18/mRpL49/mRpL10/mRpL52/mRpL54/mRpL2/mRpL43/mRpL36/mRpL42/mRpL39/l(2)10685/mRpL35/mRpL1/mRpL15/mRpL16/mRpL21/mRpL12/mRpL44/mRpL3/mRpL17/mRpL13/mRpL23/mRpL20/mRpL45/mRpL38/mRpL46/mRpL32/mRpL48/mRpL24/mRpL14/mRpL11/mRpL4/CG6094/mRpL30/mRpL9/mRpL28/mRpL50/mRpL27/mRpL22/mRpL41/mRpL40,46
GO:0031982,vesicle,311/7652,424/11938,2.2990805854941786e-5,2.202937215555331e-4,1.302445652260817e-4,mfr/p115/Vps51/dor/jar/Rab9/RabX4/prt/wus/SWIP/Vps2/AP-1mu/CG10435/upd2/Rab14/PICK1/ninaA/Sar1/CG5734/Membrin/Vps4/Rab21/Rab19/Psn/Arf51F/CG15099/Sec16/Mvl/w/Wdfy2/Rab35/RabX1/CG4293/PAPLA1/dock/CG12393/Vsp37A/Vha55/gammaCOP/VGAT/CG11802/CG5235/CG3500/CG7565/Nos/Vps35/Pi3K59F/Gga/CG30423/Snx1/CG6656/CG4074/Vps24/Rab3/spartin/AP-1sigma/dia/Rab3-GEF/opm/TBC1D16/yl/betaCOP/wls/robo1/Nhe3/CG5510/Rab11/Snx6/Mipp1/CG15168/Leash/CanB2/CG13427/AP-2sigma/Rabex-5/Pld/Catsup/ed/Crag/CG11178/Lrrk/Syt7/scat/Pi4KIIalpha/Clc/CG8270/Desat1/dbr/Vps36/AP-2mu/RagC-D/Rab40/yki/Rab39/CG6051/TM9SF4/Sec23/Klp64D/gbb/hook/Grasp65/nac/VhaAC39-2/Sec24CD/Tsf2/CG13442/CG6707/arm/asrij/Vps29/Sec5/eca/RabX2/car/Rab27/Esyt2/CG12772/Rab6/Trs31/SppL/CG6218/dpp/Sec31/Rab8/Snx16/CG8176/spin/Vps33B/Hrs/Cad99C/Vps50/BicD/aux/snu/Vps26/Vps13/Chmp1/CG16957/Cip4/Rab9Fb/Rep/lt/CG9132/CG5498/RagA-B/Vap33/bai/alphaCOP/Vps45/Rab32/syd/CanA1/Rac1/alphaSnap/serp/CG9452/CG14812/Rbsn-5/Rab30/hiw/Arc2/CG32536/SIDL/snky/Hip1/CG14184/Hakai/Mon1/RyR/Vps16B/ALiX/cos/Eps-15/aph-1/loj/epsilonCOP/l(3)76BDm/CG31469/RhoGAP68F/yin/Als2/Trap1/arr/AP-1gamma/Klp98A/Graf/Rab4/AP-2alpha/Rab1/g/N/Vamp7/ema/CG6888/Rab5/Culd/CG32225/Rich/Syt12/Vps20/CG1275/Stam/rho/Snap24/Rab3-GAP/Tomosyn/Rab23/unc-13/Sec22/fdl/CG32069/Vps8/mop/beta'COP/CG15399/Vps15/Vps37B/comm/Vps53/7B2/VAChT/Syn/CG7956/CG9451/CG7011/Rab2/Ptr/CG10103/Ndfip/nSyb/Sec15/Sans/CG9308/Sytalpha/Sec13/spdo/rush/l(2)gl/pen-2/ClC-b/Hip14/Dysb/inaC/Vps28/wash/CG31787/Afti/CG16984/CG6607/DCTN2-p50/RabX6/S/Ocrl/Vps11/kermit/LTV1/Vps60/Snx3/Yif1/AP-1-2beta/neur/Syx4/Rab10/Vti1a/Syx6/snsl/Grip/Slc45-1/link/lsn/Syngr/Itp-r83A/Vps16A/shg/Vps25/Rab18/Cln3/ptc/c11.1/comt/Rph/Sara/Chc/Rme-8/Sap-r/path/CG3544/TSG101/Acph-1/ArfGAP3/Dtg/CG5608/wit/Nct/lqf/HPS4/CG3309/Ack/Pldn/Rbpn-5/scaf/CG2224/Ykt6/Frq2/st/CG2915/ClC-c/Mvb12/CanB/Syt4/Galk,311
GO:0031410,cytoplasmic vesicle,280/7652,380/11938,3.307359180234955e-5,3.057856645585651e-4,1.8079008630647215e-4,mfr/p115/Vps51/dor/jar/Rab9/RabX4/prt/wus/SWIP/Vps2/AP-1mu/CG10435/upd2/Rab14/PICK1/ninaA/Sar1/CG5734/Membrin/Vps4/Rab21/Rab19/Psn/Arf51F/CG15099/Sec16/Mvl/w/Wdfy2/Rab35/RabX1/CG4293/PAPLA1/dock/CG12393/Vsp37A/Vha55/gammaCOP/VGAT/CG11802/CG5235/CG3500/CG7565/Vps35/Pi3K59F/Gga/CG30423/Snx1/CG4074/Vps24/Rab3/spartin/AP-1sigma/Rab3-GEF/opm/TBC1D16/yl/betaCOP/wls/Nhe3/CG5510/Rab11/Snx6/CG15168/Leash/CanB2/AP-2sigma/Rabex-5/Pld/Catsup/ed/Crag/CG11178/Lrrk/Syt7/scat/Pi4KIIalpha/Clc/CG8270/Desat1/dbr/Vps36/AP-2mu/RagC-D/yki/Rab39/CG6051/TM9SF4/Sec23/Klp64D/gbb/hook/Grasp65/nac/VhaAC39-2/Sec24CD/Tsf2/CG13442/CG6707/arm/asrij/Vps29/Sec5/eca/car/Rab27/Esyt2/CG12772/Rab6/Trs31/SppL/dpp/Sec31/Rab8/Snx16/CG8176/spin/Vps33B/Hrs/Cad99C/Vps50/BicD/snu/Vps26/Vps13/Chmp1/CG16957/Rep/lt/CG9132/CG5498/RagA-B/Vap33/bai/alphaCOP/Vps45/Rab32/syd/CanA1/Rac1/alphaSnap/serp/CG14812/Rbsn-5/Rab30/hiw/CG32536/SIDL/snky/Hip1/CG14184/Hakai/Mon1/RyR/Vps16B/ALiX/Eps-15/aph-1/loj/epsilonCOP/l(3)76BDm/RhoGAP68F/yin/arr/AP-1gamma/Klp98A/Graf/Rab4/AP-2alpha/g/N/Vamp7/ema/Rab5/Culd/CG32225/Rich/Syt12/Vps20/CG1275/Stam/rho/Snap24/Rab3-GAP/Tomosyn/Rab23/unc-13/Sec22/fdl/CG32069/Vps8/mop/beta'COP/CG15399/Vps15/Vps37B/comm/Vps53/7B2/VAChT/Syn/CG7956/CG7011/Ptr/CG10103/Ndfip/nSyb/Sec15/Sans/CG9308/Sytalpha/Sec13/spdo/rush/l(2)gl/pen-2/ClC-b/Hip14/Dysb/inaC/Vps28/wash/CG31787/Afti/CG16984/CG6607/S/Ocrl/Vps11/LTV1/Vps60/Snx3/Yif1/AP-1-2beta/neur/Syx4/Rab10/Vti1a/Syx6/snsl/Grip/Slc45-1/lsn/Syngr/Itp-r83A/Vps16A/shg/Vps25/Rab18/Cln3/ptc/c11.1/comt/Rph/Sara/Chc/Rme-8/Sap-r/path/TSG101/ArfGAP3/CG5608/wit/Nct/lqf/HPS4/CG3309/Ack/Pldn/Rbpn-5/scaf/CG2224/Ykt6/Frq2/st/ClC-c/Mvb12/CanB/Syt4,280
GO:0097708,intracellular vesicle,280/7652,380/11938,3.307359180234955e-5,3.057856645585651e-4,1.8079008630647215e-4,mfr/p115/Vps51/dor/jar/Rab9/RabX4/prt/wus/SWIP/Vps2/AP-1mu/CG10435/upd2/Rab14/PICK1/ninaA/Sar1/CG5734/Membrin/Vps4/Rab21/Rab19/Psn/Arf51F/CG15099/Sec16/Mvl/w/Wdfy2/Rab35/RabX1/CG4293/PAPLA1/dock/CG12393/Vsp37A/Vha55/gammaCOP/VGAT/CG11802/CG5235/CG3500/CG7565/Vps35/Pi3K59F/Gga/CG30423/Snx1/CG4074/Vps24/Rab3/spartin/AP-1sigma/Rab3-GEF/opm/TBC1D16/yl/betaCOP/wls/Nhe3/CG5510/Rab11/Snx6/CG15168/Leash/CanB2/AP-2sigma/Rabex-5/Pld/Catsup/ed/Crag/CG11178/Lrrk/Syt7/scat/Pi4KIIalpha/Clc/CG8270/Desat1/dbr/Vps36/AP-2mu/RagC-D/yki/Rab39/CG6051/TM9SF4/Sec23/Klp64D/gbb/hook/Grasp65/nac/VhaAC39-2/Sec24CD/Tsf2/CG13442/CG6707/arm/asrij/Vps29/Sec5/eca/car/Rab27/Esyt2/CG12772/Rab6/Trs31/SppL/dpp/Sec31/Rab8/Snx16/CG8176/spin/Vps33B/Hrs/Cad99C/Vps50/BicD/snu/Vps26/Vps13/Chmp1/CG16957/Rep/lt/CG9132/CG5498/RagA-B/Vap33/bai/alphaCOP/Vps45/Rab32/syd/CanA1/Rac1/alphaSnap/serp/CG14812/Rbsn-5/Rab30/hiw/CG32536/SIDL/snky/Hip1/CG14184/Hakai/Mon1/RyR/Vps16B/ALiX/Eps-15/aph-1/loj/epsilonCOP/l(3)76BDm/RhoGAP68F/yin/arr/AP-1gamma/Klp98A/Graf/Rab4/AP-2alpha/g/N/Vamp7/ema/Rab5/Culd/CG32225/Rich/Syt12/Vps20/CG1275/Stam/rho/Snap24/Rab3-GAP/Tomosyn/Rab23/unc-13/Sec22/fdl/CG32069/Vps8/mop/beta'COP/CG15399/Vps15/Vps37B/comm/Vps53/7B2/VAChT/Syn/CG7956/CG7011/Ptr/CG10103/Ndfip/nSyb/Sec15/Sans/CG9308/Sytalpha/Sec13/spdo/rush/l(2)gl/pen-2/ClC-b/Hip14/Dysb/inaC/Vps28/wash/CG31787/Afti/CG16984/CG6607/S/Ocrl/Vps11/LTV1/Vps60/Snx3/Yif1/AP-1-2beta/neur/Syx4/Rab10/Vti1a/Syx6/snsl/Grip/Slc45-1/lsn/Syngr/Itp-r83A/Vps16A/shg/Vps25/Rab18/Cln3/ptc/c11.1/comt/Rph/Sara/Chc/Rme-8/Sap-r/path/TSG101/ArfGAP3/CG5608/wit/Nct/lqf/HPS4/CG3309/Ack/Pldn/Rbpn-5/scaf/CG2224/Ykt6/Frq2/st/ClC-c/Mvb12/CanB/Syt4,280
GO:0099513,polymeric cytoskeletal fiber,106/7652,132/11938,3.479778632457108e-5,3.1617988608705105e-4,1.869354764441568e-4,Spindly/Fim/pav/Gas8/Arp3/alphaTub85E/Klp59C/aurB/cmet/Klp59D/Klp61F/Klp3A/betaTub85D/CG14535/Lis-1/Zwilch/tacc/ringer/betaTub97EF/dia/pigs/gammaTub23C/CG11125/DCTN1-p150/bnk/Kat60/Efhc1.2/Gel/CG15564/aurA/twf/Patronin/klar/msps/Apc/Klp64D/CG10984/CG7131/CG32396/CG31907/galla-1/Meics/LamC/alphaTub67C/Apc2/Arp2/spag4/Klp67A/Cp190/cher/rod/CG17003/Moe/Abp1/sub/cos/shot/CG32564/Kebab/Klp98A/Klp10A/Pak/tau/qua/Vrp1/Zw10/tum/CLIP-190/CG7794/polo/betaTub56D/CG32591/Lam/Ran/CG32371/CG13366/Tctp/neb/ncd/capu/flr/CG18190/unc-104/CG11584/awd/mars/atl/kat-60L1/gammaTub37C/Tao/betaTub60D/Klp31E/Klp68D/CG15306/nod/chb/Zasp52/mei-38/Efhc1.1/Cortactin/mad2/Khc/Tm2/CG2955/pod1/Mink,106
GO:0016591,"RNA polymerase II, holoenzyme",61/7652,71/11938,3.583840901139418e-5,3.2011595845770735e-4,1.8926260601913789e-4,Taf8/Trf/TfIIA-L/Gdn1/Taf12/RpII140/Taf6/Ctr9/Taf5/RpII33/Tfb4/Spt3/Taf13/Xpd/Rpb7/CG6220/Taf2/Atu/Cdk7/mrn/CG10887/CG9899/nht/sa/Rpb5/Taf1/TfIIA-S/e(y)1/Trf2/TfIIFbeta/Gas41/RpII15/Mat1/moon/caz/hyx/atms/TfIIA-S-2/CG12674/CG15160/Taf10/mia/Pk34A/Saf6/RpII18/ear/Tbp/Ssl1/Rpb10/Tfb1/Rpb11/bip2/TfIIEalpha/can/Rpb8/CycH/TfIIFalpha/Taf7/RpII215/Rpb12/hay,61
GO:0031461,cullin-RING ubiquitin ligase complex,84/7652,102/11938,3.91060682532275e-5,3.4348163282418154e-4,2.0307712636763754e-4,ntc/CG31855/CG2010/CG4042/CG30466/CG11044/CG10516/Cul4/Cul1/Tango4/CG6758/Roc2/CG9316/CG14937/SkpA/slim/ohgt/DCAF12/Cks30A/CG6325/gcl/CG32085/APC10/morgue/Fbxl4/CG15056/Cks85A/CG13088/CG30496/ScsbetaA/CG14317/CG12520/Rca1/KLHL18/CG5003/CG13085/APC7/CG1523/shtd/CG9003/CG33969/fsd/ago/CG32221/CG7707/Kdm2/CG12402/Cul6/jet/CG34025/mahj/CG2247/Fbw5/mr/slmb/Cdc23/CG4911/pall/klhl10/SkpB/dmpd/SkpE/Fsn/Skp2/APC4/Cul2/CG15412/FBXO11/CG14891/CG15237/CG13766/Cul5/SkpF/CG8272/BTBD9/Roc1b/CG5961/CG11658/CG7275/CG12084/gus/ida/Fbl6/SkpD,84
GO:0090575,RNA polymerase II transcription factor complex,81/7652,98/11938,4.134585769277424e-5,3.5720109842773804e-4,2.1118850521244478e-4,usp/Bgb/Nf-YB/Rbf/Taf8/Trf/TfIIA-L/MED17/sc/Max/Taf12/Lpt/Taf6/Smn/l(1)sc/Taf5/E2f2/Tfb4/Spt3/Taf13/MED26/kto/arm/Xpd/Smox/Taf2/Nf-YA/Cdk7/MED7/mrn/MED8/Bro/nht/Clk/sa/Taf1/TfIIA-S/EcR/e(y)1/Trf2/TfIIFbeta/exd/Gas41/Mat1/Nf-YC/moon/caz/N/Mad/TfIIA-S-2/lgs/ase/Taf10/tgo/mia/Pk34A/Saf6/Med/ear/Dp/Tbp/Ssl1/Tfb1/ac/Rbf2/alien/MED18/Gem2/Hr96/bip2/TfIIEalpha/can/CycH/MED14/TfIIFalpha/Taf7/pygo/MED31/MED4/hay/MED6,81
GO:0022624,proteasome accessory complex,28/7652,29/11938,4.249028349391405e-5,3.611674096982694e-4,2.1353351297450862e-4,Rpt3R/REG/Rpn9/Rpn12R/Rpn13R/Rpn3/Rpn6/Rpn11/Rpn13/Rpt5/CG9588/Rpt2/Rpt1/CG12096/Rpn7/Rpt6R/Uch-L5R/Rpn8/Rpn10/Rpt3/Rpn1/Rpn2/Rpn5/Rpt6/Sem1/Rpn12/Rpt4R/Rpt4,28
GO:0044798,nuclear transcription factor complex,97/7652,120/11938,4.5089049586472584e-5,3.771734782868421e-4,2.2299680330151856e-4,usp/Bgb/Nf-YB/Rbf/Taf8/MED25/Sox21a/Pbp45/Trf/TfIIA-L/MED17/sc/Max/Taf12/Lpt/Pbp95/Brf/Taf6/Bdp1/Smn/udd/CG13609/l(1)sc/Taf5/E2f2/Tfb4/CG7099/Spt3/D/Taf13/MED26/kto/arm/Xpd/Smox/Taf2/Nf-YA/Cdk7/MED7/mrn/MED8/Bro/nht/SoxN/Clk/sa/Taf1/CG8950/TfIIA-S/EcR/NFAT/e(y)1/Trf2/TfIIFbeta/TAF1C-like/exd/Gas41/Mat1/Nf-YC/moon/caz/N/Mad/l(2)37Cd/TfIIA-S-2/lgs/ase/Taf10/tgo/mia/Pk34A/Saf6/Med/ear/Dp/Tbp/Ssl1/Tfb1/ac/Rbf2/alien/MED18/TAF1B/Gem2/Hr96/bip2/TfIIEalpha/can/CycH/MED14/TfIIFalpha/Taf7/pygo/MED31/MED4/hay/MED6,97
GO:0005657,replication fork,32/7652,34/11938,5.211763237858393e-5,4.2255372713098047e-4,2.4982703132082337e-4,CG10336/Ctf4/DNApol-alpha60/dup/Tango4/DNApol-eta/Marcal1/Rif1/RpA-70/DNApol-alpha73/SuUR/Psf2/spn-B/CDC45L/CG8142/DNApol-alpha180/DNApol-alpha50/RfC38/Top1/RPA3/RfC4/Rev1/CG12018/CG14803/Sld5/RfC3/Mcm10/Xrcc2/RPA2/Pif1/DNApol-delta/timeout,32
GO:0032040,small-subunit processome,32/7652,34/11938,5.211763237858393e-5,4.2255372713098047e-4,2.4982703132082337e-4,CG12325/CG7246/Nop56/CG3735/Fib/CG13097/CG8064/Bka/l(3)72Dn/CG1671/CG3527/Sas10/CG4554/wcd/l(3)07882/l(2)k09022/CG17652/nop5/CG5728/dbe/CG1789/CG11030/Mat89Ba/CG11920/CG2260/l(2)34Fd/CG10909/CG9799/CG2875/CG4866/CG7275/CG12301,32
GO:1902554,serine/threonine protein kinase complex,36/7652,39/11938,5.3369308298564754e-5,4.261458405052064e-4,2.51950801537084e-4,babo/CG8475/CycE/CycB3/CycD/Cks30A/Atg1/Tfb4/Xpd/Cdk9/Cks85A/Cdk7/mrn/put/CycG/plu/Mat1/CycK/Cdk12/Atg13/Pk34A/Cdk5alpha/Cdk5/CycT/Ssl1/png/Tfb1/CycA/CycB/Atg101/Atg17/CycH/Cdk2/wit/CycJ/hay,36
GO:0005667,transcription factor complex,136/7652,175/11938,6.411045481530736e-5,4.8342937515106e-4,2.85818625875789e-4,usp/stwl/Bgb/CG9948/Nf-YB/Rbf/Taf8/MED25/hng1/Sox21a/Pbp45/Trf/TfIIA-L/MED17/sc/da/sd/Max/Taf12/Dref/jub/Lpt/Pbp95/Brf/Caf1-55/Taf6/Bdp1/Smn/pho/udd/CG13609/l(1)sc/Taf5/E2f2/Chi/CG11723/Tfb4/CG7099/Spt3/D/Taf13/CG6163/MED26/kto/CG11504/Mondo/arm/Xpd/Smox/brwl/CG6683/Taf2/phol/Nf-YA/CG4404/Cdk7/MED7/mrn/MED8/CG8119/Bro/nht/SoxN/CG3919/Clk/sa/Taf1/CG8950/TfIIA-S/CG10949/EcR/NFAT/hng2/e(y)1/Trf2/dac/TfIIFbeta/mof/TAF1C-like/exd/Gas41/Mat1/Nf-YC/moon/caz/hyx/N/CG31875/Mad/l(2)37Cd/TfIIA-S-2/lgs/ase/Jra/Taf10/tgo/mia/Pk34A/Saf6/gro/CG7745/Med/ear/Dp/Tbp/Ssl1/Tfb1/ac/Rbf2/alien/MED18/TAF1B/Gem2/Hr96/bip2/TfIIEalpha/CG6276/can/Ssb-c31a/Optix/CycH/MED14/TfIIFalpha/Taf7/pygo/cyc/Six4/jigr1/MED31/Coop/MED4/hay/Iswi/MED6/CG16779/so,136
GO:0005684,U2-type spliceosomal complex,27/7652,28/11938,6.421263047547287e-5,4.8342937515106e-4,2.85818625875789e-4,Prp19/Sf3a2/CG5986/Prp18/CG3198/SmB/SNRPG/LS2/SmD1/ncm/fand/CG13625/CG15525/U2af50/Sf3b1/CG12343/CG1646/crn/SmD3/sip1/CG3542/CG14641/Sf3a1/mdlc/LSm7/CG7564/barc,27
